title,link,serpapi_link,product_id,epid,condition,rating,reviews,price,shipping,location,returns,thumbnail,seller,sold_date,extensions,old_price,subtitle
2019-20 Upper Deck Jack Hughes Young Guns PSA 10 #201 GEM MINT,https://www.ebay.com/itm/389657181792?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZWX87090NH0NMM9V8A&hash=item5ab960be60%3Ag%3AuPYAAeSwcJ5pm3DR&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xB4BQv5hOlZ%2FkMO4k7oR2xT%2BTwwG%2B2ScpxCfpQvphzM4lu293zahGb4qxNB1K3fkWF4Im9u2lRfkmvaSvVE6e76ZMIMnoPmxewkuDxyiv4XgcC1aqIktL9kkK4e%2F4Axs5xQv0NU2COn8KXxrZkqMxfiCXBtxQhZ49hLT5v9xy5T%2FZFiP6zy2qDeZ%2BWbbokjOgj67y4iifRaDkky1jCsslYNiRncPvVPPuAdZVrY4BztNMRTO0%2Bce0slLsk9NgSqhcUHZbwr8dyKwVMADe6LEMvGJoXDXliqj4hSug81%2B%2FaI4B7Fa%2B6w7PEBbemIp78Jx0g%3D%7Ctkp%3ABk9SR7qAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=389657181792,389657181792,,New (Other),,,"{'raw': '$254.71', 'extracted': 254.71}","{'raw': '+$21.93 delivery', 'extracted': 21.93}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/uPYAAeSwcJ5pm3DR/s-l140.jpg,"{'username': 'hockeycardzab', 'reviews': 74, 'positive_feedback_in_percentage': 100}","Mar 24, 2026",,,
JACK HUGHES 2019-20 Upper Deck #201 Rookie Young Guns - PSA 10 Gem Mint 🔥,https://www.ebay.com/itm/358346955485?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZWR870B4XSQZC2G0R3&hash=item536f249add%3Ag%3ArRIAAeSwbq9posth&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xAEEfpa3K%2FL7IDqbaX0YXEyoDCPysakjJugSjoJOaEDF%2FxbSQWYKAiYSCLASjqh8r9FlsHvATVwSOjfWd6P92BS0XtebZMv0NFVE1T9Xx06OH0vH6ikaUqc8%2Fp4smW9bF5JAiNLwX8Sai%2FMzwRCGSW5I9vCwvitMeXlfLUmK%2BSQQFJIGoCg0nTt5rbQApK8kkeM%2F3zItp%2FWq446CGoeSELZYBtD0K09ZH66jUgwqZ9jP9sLKgIFiEHxVJXBEmkGQbqDR6vczoHXZhTFoO7Y%2FP8O0mncDEL3N4pdbAbXVkJQt6E95tzfLY14qWdh7sOIEp4%3D%7Ctkp%3ABk9SR7qAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=358346955485,358346955485,,New (Other),,,"{'raw': '$218.32', 'extracted': 218.32}","{'raw': '+$25.17 delivery', 'extracted': 25.17}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/rRIAAeSwbq9posth/s-l140.jpg,"{'username': 'nhlafi61', 'reviews': 9100, 'positive_feedback_in_percentage': 100}","Mar 24, 2026",,,
2019-20 UPPER DECK SERIES 1 JACK HUGHES YOUNG GUNS #201 PSA 10,https://www.ebay.com/itm/177915731420?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCFZW1K9EXW2ZVEQ479FE&hash=item296c9a9ddc%3Ag%3AsZwAAeSwBmFppi5L&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBx1HRG2CivRUyd1Qh3Fv76v2aYjTAtcj6TyXohUvgNvDIw2hMLzp%2FGaaoOWVTLea8HQpia%2BGafZ9hQ9AkmN4i3eu5%2F4oaxdYTf9pIa2qb0nt1uRklT1GXra0u9D3%2B3vtjotpqtQe5slldXKnsROwzNjzulboEZIKymdt1Ibkbk3SL78l9etwJOHdwcuj8HLb%2FCJdn5Endn5KHEKVeakZC6PeRQmGcXT5NAYaiXYRV%2BxSw%2FfhbCl3j9epQ2VK%2FrIRCrK5D%2BC24vRNcS5LHskFwv%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=177915731420,177915731420,8056494284,New (Other),5.0,4.0,"{'raw': '$299.99', 'extracted': 299.99}",Free delivery,Located in United States,Sell one like this,https://i.ebayimg.com/images/g/sZwAAeSwBmFppi5L/s-l140.jpg,"{'username': 'txslabcardshop', 'reviews': 3000, 'positive_feedback_in_percentage': 100}","Mar 14, 2026",['Authenticity Guarantee'],,
2019-20 Upper Deck - Young Guns Jack Hughes #201 (RC) PSA 9,https://www.ebay.com/itm/298144958829?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCFZXJ7HPX54S61A6A9S4&hash=item456ad3096d%3Ag%3AhkMAAeSwIKBpvcCU&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDGxY6IP6k8DAkjrZVZazm2gQr%2F87KC5335nwwmRLl%2Fe3txjMhyrIYtutxRQGN7KWFZUn%2FLIMyXlEI1oa21m9wsaA%2F6wh%2F8pH61nFrI3pvbtfXgsII7sDl5rrF%2FVxYiPLa9hnoObHINhxkWixWKjdYIHmIiX6%2FHIzXyCc%2F7JIXHnCLwKSnKFocML%2BiAksk2AUAIeSyg2yV%2B7iKsKKlKeEojt6dFlurNyWRvFrt0BDyGyJQzduZDJndXpMSuYmjBF9lY1MNAcse4KSCIXoVYGG7a%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=298144958829,298144958829,8056494284,New (Other),5.0,4.0,"{'raw': '$145.00', 'extracted': 145.0}","{'raw': '+$7.95 delivery', 'extracted': 7.95}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/hkMAAeSwIKBpvcCU/s-l140.jpg,"{'username': 'marianhossa18', 'reviews': 2100, 'positive_feedback_in_percentage': 99.6}","Mar 23, 2026",,,
2019-20 Upper Deck Signed Jack Hughes Young Guns RC JUMBO Oversize Card PSA Auto,https://www.ebay.com/itm/387024621430?_skw=jack+hughes+young+guns+psa+10&epid=18089760665&itmmeta=01KPBCCFZXX66YKRE4Q3JY176E&hash=item5a1c770f76%3Ag%3A6UUAAOSwW5NmTdxR&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDy3QAWdpWcqq6G2aozorwBPkxPjxC5mmGHsryGTSkilW33EES4DWXVuWM9ewxA8kl16rFfj%2FM6uPrE2qjSCrLUsPg9ULwN3Apt8AC%2BKOF6%2F9FbeOwf%2F6tqaLyggwpC3onlwjlaQprLHq7jaNK70dgIBxZS%2FIUUO4uxfY0q0cC9AkrEYvQX5SGA5%2B0r%2BTWvW3wpe5rpa61T%2BeOcQWBENRABAv7YTKdfgNmhyzXIDB%2FU4yFM2adiplWSY6NT25JjUQMAw%2BxEDXiNiWaTR1jlsbog%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=387024621430,387024621430,18089760665,Pre-Owned,,,"{'raw': '$596.99', 'extracted': 596.99}","{'raw': '+$8.75 delivery', 'extracted': 8.75}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/6UUAAOSwW5NmTdxR/s-l140.jpg,"{'username': 'jorbac-92', 'reviews': 1600, 'positive_feedback_in_percentage': 100}","Mar 23, 2026",,,
JACK HUGHES 2019-20 Upper Deck Deck Young Guns RC #201 PSA 10 New Jersey Devils,https://www.ebay.com/itm/137154689533?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZXNJG3C1DJ904DN065&hash=item1fef0e79fd%3Ag%3Aw90AAeSw3IVppH8p&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xCl4sUzFTkr6wkWCp8Wb9PxaW1BRePFGiFVeITXHoKtvsBFbqj19nV71HtH3ZsqYZ2jKVJGFzCzGuAmwymG%2BuZU%2Bs%2BNRRuJ%2FfKkJFzS6tLH8KOkpWS587xMTkk9ISbqWReR7Utx9uROnu%2BM5%2BaxF2j5Iqu0Etkn3ct6L2bf4qBpAy8SVQIKKkqwCE3JUFbTXqs9m18fsT14xZP4Pqt2MgkvmnL31Xn3PF8f%2FqtevLOMRq0wv9NKSTz3s9d4Dbh1hqVbg4IbcoXqYdBnxkSuGPkwlOmpDW338kYhMuBtpFsv%2BwWaqxL1iNfq0tPYaLc9G7w%3D%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=137154689533,137154689533,,New (Other),,,"{'raw': '$253.98', 'extracted': 253.98}","{'raw': '+$25.06 delivery', 'extracted': 25.06}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/w90AAeSw3IVppH8p/s-l140.jpg,"{'username': 'rsportssquared', 'reviews': 117, 'positive_feedback_in_percentage': 100}","Mar 23, 2026",,,
Jack & Quinn Hughes Canvas Young Guns PSA 10 💎 2019-20 Upper Deck Checklist,https://www.ebay.com/itm/366236455322?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZX9MQRBWNR3B8BBTGQ&hash=item554564d19a%3Ag%3AmnUAAeSwQ6Rpo8a-&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCCdfNjaXcNGwUTcnznOXqtk2XQgWo2rfxcgAQR5ERgQ84tR5VeD%2FvguamnVgcsWaqYEYZXweGpMIyMsK4FoF2TefgwULfkTZ%2Fr7yYlaVxJDzBUu63qAOIv1YXlQ%2F8dbyamNq5JW%2Bll4yyusVLVsM%2BilubWTlFSpD%2BtlYMNqFAspUaYf5coBXkwvXjusljnqBDte16iv1IlrqpVmVvV%2FgnxFPhCEf%2Fyu2UrnYG3Qv5u0tB1EMxe6gAaUzQozd1nxVaMP6am1z52VGLL1VP02HEw%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=366236455322,366236455322,,New (Other),,,"{'raw': '$218.32', 'extracted': 218.32}","{'raw': '+$8.73 delivery', 'extracted': 8.73}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/mnUAAeSwQ6Rpo8a-/s-l140.jpg,"{'username': 'rookies_card_collection', 'reviews': 3000, 'positive_feedback_in_percentage': 100}","Mar 22, 2026",,,
2019-20 Upper Deck - Young Guns - Jack Hughes - Rookie RC - SGC 10,https://www.ebay.com/itm/227240714782?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCFZXCCQWXHJ6VHW9RGP1&hash=item34e89a221e%3Ag%3AYKgAAeSw2MtppziD&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xAJZH8E0N47hqsg5FKCsoFZ6qCiedMv6MU8YQuoou9UHv%2BE5rwlnbHgnf%2FhqUB6k21n0HnnTsZwQOnC6ftGwAsYXb1XB3LkjDm6z%2FZP1tkIgYRbTcvt3G6j9SmXoBv83WUAywXh13q%2FqumPIS7DDHpqluzXvgMF2WOiiC7Vv3x4To%2Blsvz7UjoYdF%2BEJMSXBCdO2zBwG5Gjv9L4XXdkDiPgRThIZjO%2BVEXxML4Ca6SlUe%2FvWHx9c0Bu--O1pRbbR0vmhwKgpW8G7%2FW59qOSz7ZCOeEiME9joVXfc%2BOG%2BswKTHQsrbgmtFPtvu2qkuqxsIA%3D%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=227240714782,227240714782,8056494284,New (Other),5.0,4.0,"{'raw': '$185.00', 'extracted': 185.0}","{'raw': '+$5.45 delivery', 'extracted': 5.45}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/YKgAAeSw2MtppziD/s-l140.jpg,"{'username': 'behag-2822', 'reviews': 1500, 'positive_feedback_in_percentage': 100}","Mar 22, 2026",,,
2019-20 Upper Deck Jack Hughes Quinn Hughes Young Guns Silver Foil PSA 10,https://www.ebay.com/itm/287221946044?_skw=jack+hughes+young+guns+psa+10&epid=27056543502&itmmeta=01KPBCCFZXP7KAWZYB18QSRDH1&hash=item42dfc316bc%3Ag%3ALj0AAeSwUoFpvqa-&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDCYtkJ1BvqDYPG09jhdrqZED2vfuhpBkGue5Fe%2FfYE31T6A8TJkiQRSGSOISchyX9fkk0yyJ--%2FVEGYcza5QhsdZtZW5ZfCrpDA7wvNs4tl3Gm9%2FefW%2F6lQj6cbrY6FVOuMACZfo2xkIf8QXNsJxUAMYJv3CcUa8IgcWQVuMotV1cFeqwdoGl6CDQ2DLhnoXyFMjuoXS4jLlFBgHCMaSxnS99k%2BByQxfea%2ByRWe7E3GJx75GkXV6H710SMi4YjZiZydbqea9DRPIBx1gQ3CCA%2B%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=287221946044,287221946044,27056543502,New (Other),,,"{'raw': '$200.00', 'extracted': 200.0}","{'raw': '+$5.50 delivery in 2-4 days', 'extracted': 5.5}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/Lj0AAeSwUoFpvqa-/s-l140.jpg,"{'username': 'lpt27', 'reviews': 3000, 'positive_feedback_in_percentage': 100}","Mar 21, 2026",,,
Jack Hughes 2019 Upper Deck #201 Rookie Young Guns - PSA 10 Gem Mint,https://www.ebay.com/itm/405851925114?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCFZXX9WVT22230BXB2ZY&hash=item5e7ea8ea7a%3Ag%3A5tkAAOSwRLhnxSh8&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xCSUr%2F7cNzjl9FCmEUk%2BepQDY5x5ACzKGKJXZ89lmY5w%2Fz0o9W%2B3jpGJ6eP0FTeiHB8MT%2B8H2IqwFvva6kZp6fkOktjidgEwlx5OSA%2BQ4AvzlqoGrt77Y6Co0Cjbt%2B9Zs%2Btm0fBUANpcDrMt1CF1I5TsdPqkaPNARyAi9xmMR40z3AQqnRjLx9S6n3oBe6Rmq2%2BqKHyAjuIkcILsDgsIDbpyulmzDDpMeC%2Fr5FyR%2BTtWwr8mJddPLGETi9%2FTtqNMmLOhpqL6qEUUnKcCc0DMG2HzsG2wJ0RcEjKpPlN2IUNqdoMIMD6AQL5RfHBiO4zgDQ%3D%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=405851925114,405851925114,8056494284,New (Other),5.0,4.0,"{'raw': '$225.00', 'extracted': 225.0}","{'raw': '+$11.95 delivery', 'extracted': 11.95}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/5tkAAOSwRLhnxSh8/s-l140.jpg,"{'username': 'mementopf', 'reviews': 525, 'positive_feedback_in_percentage': 100}","Feb 22, 2026",,,
2019-20 UPPER DECK SERIES 1 YOUNG GUNS ROOKIE #201 JACK HUGHES PSA 9 RC! USA 🥇!,https://www.ebay.com/itm/366220904011?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZXW7VSZK9DWC9NWD3S&hash=item554477864b%3Ag%3ABnsAAeSwWahpm2No&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xClqhl2WO5NHawI0B%2Bcbd1odzVamUsyBOhNiOANlbO1REzwjqm6EOeoE3Ya9mjT8I%2BsYPSC%2FBBy8Kc7BxTaNQrXTyRXMOW3NeYHsuRXRJPsMLqQmY%2BA3iRr2d3M%2BfkvE9ClnH%2BHL3vlIbfQly%2BV%2B6v%2BzJS8egLb%2BWbTsd0co%2FPhPylOAqzB03KdVs4U9p1QGDZ7KAAR7sqsbboWS5KIluiQ7OCnxLw6W0agTn4V0Hqq%2BMMTuwSdpp0uKsTPrDqvcSYmPh4dIKVd1bgjXFzFK4iW%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=366220904011,366220904011,,New (Other),,,"{'raw': '$120.08', 'extracted': 120.08}","{'raw': '+$10.92 delivery', 'extracted': 10.92}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/BnsAAeSwWahpm2No/s-l140.jpg,"{'username': 'rustyshakleferd', 'reviews': 26, 'positive_feedback_in_percentage': 100}","Mar 21, 2026",,,
JACK HUGHES 2019-20 Upper Deck Deck Young Guns RC #201 PSA 10 New Jersey Devils,https://www.ebay.com/itm/137084790798?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZXAMW2Q4G7JPKJP6GY&hash=item1feae3e80e%3Ag%3Aw90AAeSw3IVppH8p&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBUoIzVwhFX6yfwX%2BTQdVeQUlmIIqYrUnrY213eRLzXievOi18v3AMQQRzoLrNScHWqTYoyGz3Ts9%2FGdDDSraKlFBBsNsQseuSf5T3%2F1kftvEbygMxd922S0HvjrlPcrjPAHp4jyuQ1ClrGcJkIekS0504nR%2F5S1Ke1VuRWu7i0D2gS0qXqBfez8nguezHWSvv09ywsIxk%2Bdu7xK4lwa4Dgx8Tgj2hQ0tBnfk6qJp0U3NdTt2NCe64e0U7e7XeG7iHMlmNWOuAWI2P%2BBghhCqyp%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=137084790798,137084790798,,New (Other),,,"{'raw': '$272.91', 'extracted': 272.91}","{'raw': '+$25.63 delivery', 'extracted': 25.63}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/w90AAeSw3IVppH8p/s-l140.jpg,"{'username': 'rsportssquared', 'reviews': 117, 'positive_feedback_in_percentage': 100}","Mar 20, 2026",,,
"2019-20 UPPER DECK JACK HUGHES YOUNG GUNS ROOKIE PSA 10 ""GEM MT"" DEVILS",https://www.ebay.com/itm/358314566034?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZX16END4G9DHSRZ3BQ&hash=item536d366192%3Ag%3ATb8AAeSwZwBppkuP&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBdIelUqj37PWIZLKJTkbQklFDJIRb4F3CRrcFFPym5EhtWOpVF2dvNQhnckJ6KYLwkpI7iYNyt5gPDiVba5BxzGTWxTfs7jWSzNLXH5%2BUWtaVO%2FnPCNScBiT9VWj3WjKN%2FNx5chLddhDCXQNF%2BgL%2FLEHFyFaJv9fWjjh5kFNgDeF01T0YRUCYNuOmx7dw36ZJYrSMHGA1RIIvij7Eo8tzLOkmEhUq%2FQ2LPJYcGt2SN75OgzEJD57xifqSqeCW00L33OuhHvfLVN6NAbcLS4xha%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=358314566034,358314566034,,New (Other),,,"{'raw': '$236.52', 'extracted': 236.52}","{'raw': '+$9.45 delivery', 'extracted': 9.45}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/Tb8AAeSwZwBppkuP/s-l140.jpg,"{'username': 'terrynb', 'reviews': 22200, 'positive_feedback_in_percentage': 99.9}","Mar 20, 2026",,,OLYMPIC GOLD METAL WINNING GOAL SCORER
Jack Hughes Young Guns PSA 10 2019-20 Upper Deck #201 GEM MINT Devils RC,https://www.ebay.com/itm/188169949008?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZXQXVCCQDDD2KW88NZ&hash=item2bcfcd8f50%3Ag%3AePUAAeSw4v9puECM&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCH7Dj%2FN2HMNXEuS7UkX5emtxjfad16Eez%2BxlyvMvUNY9%2FZZIYegwYMYshc%2BmlSaZGySUsGdmVRSkWzlCkCYu6p%2BmUTbbmo3j4wdOHq8nPaUWWIVCTFjhPMpURxRWwqczipQecryU3StIcRKt0XPfmskXyjc07D0eywC3Q21%2FP2PV4iiD0loLM2AqjnP2tx4iiybtkZZo4TuBgVM8DFg23fNkdYXOaHclbGgm7mzVIxfMYEtctc6kYffKTGqDYQyjKZedSMk57wIG7h1d2Qk8Fh%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=188169949008,188169949008,,New (Other),,,"{'raw': '$211.04', 'extracted': 211.04}","{'raw': '+$19.71 delivery', 'extracted': 19.71}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/ePUAAeSw4v9puECM/s-l140.jpg,"{'username': 'viking196144', 'reviews': 318, 'positive_feedback_in_percentage': 100}","Mar 19, 2026",,,
2019-20 Upper Deck Series 1 Jack Hughes Young Guns PSA 10,https://www.ebay.com/itm/168245185900?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZXCSNS0XG9VJF5T8BT&hash=item272c31cd6c%3Ag%3ATNYAAeSwrA1puy1m&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xDDsXFdkDQG2ShCYau6o78L7TpI67fER1u4w8TSRivMzXoqHB4ti6OXO%2BJjIXn%2Fw1QL2LoXgp28ugRxv73ohWb8SXS6fi3pFc4Iskfar1ePVWba050JTAIoe6qMh4XuAF8Rxmo9uWm6v24vxoDApoh7eBjcAh844Yo7L6z1gmUlCYPk5jfwV0dmIq4%2FDv02PnxB42ylg8MfmMbb2VElC7YkSeqxcsj100RjxTi%2Fd9c4K65md7SSqXxXpVfBSrYM2ugO8rRXvOnf8CkGHR9nkoPl9ENwwrnwmho%2FRsUFjKfCQb%2Bd%2BNdWaDMK%2Fic%2FXAJaD0U%3D%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=168245185900,168245185900,,New (Other),,,"{'raw': '$236.52', 'extracted': 236.52}","{'raw': '+$19.70 delivery', 'extracted': 19.7}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/TNYAAeSwrA1puy1m/s-l140.jpg,"{'username': 'pepcards', 'reviews': 263, 'positive_feedback_in_percentage': 100}","Mar 19, 2026",,,
2019-20 O-Pee-Chee Retro Black 611 Jack Hughes Rookie 40/100 PSA 8 NM-MT,https://www.ebay.com/itm/365669211379?_skw=jack+hughes+young+guns+psa+10&epid=22056488313&itmmeta=01KPBCCFZXAT3WF162326WMM7Q&hash=item5523955cf3%3Ag%3Ah7QAAOSwrdhoTDss&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xBHg5EaCmkbQSI7mRY1ylC8uNO0femBoOPEEwQ8D2fE3GqIo5ikFJtOukvFPbxOghGRqmcbZrsBw2%2BtT5OA5j3sAkfihcIk2VSep9Xt7XGnTEGsi%2FgeNx%2BQkIqClp9AtrcBWrMEVR%2FkrKDBxiDH5uyh%2BFfrwLxF34iIH9%2FDjMMF47bi6vWujQfg2Rh9ai7NH22ei3fCaIW10QN18sPxCE6TkiInTpBUwcv34J8eHorO5mUJYwnT%2F8EhSoX%2FfPv%2BZrGySOYSS2oPdnjPAFtqphhUJWCflMSh7z0qAZVMlRnn30ybWASMppYnTcTOxWYCXdI%3D%7Ctkp%3ABk9SR7yAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=365669211379,365669211379,22056488313,New (Other),,,"{'raw': '$150.00', 'extracted': 150.0}","{'raw': '+$4.88 delivery', 'extracted': 4.88}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/h7QAAOSwrdhoTDss/s-l140.jpg,"{'username': 'sportsnutcards', 'reviews': 57600, 'positive_feedback_in_percentage': 100}","Mar 19, 2026",,,
2019-20 Upper Deck Young Guns Canvas Jack Hughes PSA 10 #C239 New Jersey Devils,https://www.ebay.com/itm/168233887105?_skw=jack+hughes+young+guns+psa+10&epid=10056543076&itmmeta=01KPBCCFZX0AXZFA46FJ1XVMYK&hash=item272b856581%3Ag%3AUxwAAeSwMA9ptgiQ&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAl6p8myhkui8qTZtNK22dtt26QbA7UO9kdFMI8YctDUR%2B6GfX%2FTlTry0zh8JdLnXIugU7cMuD5NdX4BahKPubsTmL3Q7JLQS0Qoh2dK8cZG7vqmDLIE8bZhw5GR7PRXyvCYib4Ol3L3VJkH8E6ywp9OtA0q%2FBk5AaVNY2ybzxfZH7tPaa2TpwB0VGQwC5mr1K2wG7g3xmOBfM%2BKM6JmFMROw9IFdTuna5ii%2F9vVZS3aZElwdpXhWFVcWkyhUDqlzvk7ezCveCg7m9wP31%2B921V%7Ctkp%3ABk9SR76AsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=168233887105,168233887105,10056543076,New (Other),5.0,1.0,"{'raw': '$150.00', 'extracted': 150.0}","{'raw': '+$8.50 delivery', 'extracted': 8.5}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/UxwAAeSwMA9ptgiQ/s-l140.jpg,"{'username': 'mncardcollector97', 'reviews': 246, 'positive_feedback_in_percentage': 99.2}","Mar 18, 2026",,,
Jack Hughes 2019-20 Upper Deck Young Guns #201 PSA 10 Gem Mint Rookie Card RC YG,https://www.ebay.com/itm/137138940498?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZXDWTZXFR2FBNWBZQ6&hash=item1fee1e2a52%3Ag%3A17wAAeSw7cFpuHty&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDEweAFPMxDgfNmyvIfX1Xn9ftDiyAbEa4Wy7ii8yihcK0lXJ5Yz7SwohdgiCDyj5xJr05k47w%2FC7mFThqSqF2eOGwNkl81iOt3XrFkK12DBTb%2BvKiRWvqt5KW1uJiwXVOiIB%2Be8e1gT%2Bz0TL43UxG3ByvwGVxTwxIOtJKrigqqUuKb8I9JAHu44b8XZYiHxDI0y0z3hS80CqWjdi4w%2Frdyu1BduXLlzRzedOQL1ZtjT4splp%2BCOlJW6dMveEyMcMybZhf55A9LMcfOKUzyqive%7Ctkp%3ABk9SR76AsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=137138940498,137138940498,,New (Other),,,"{'raw': '$211.04', 'extracted': 211.04}","{'raw': '+$13.82 delivery', 'extracted': 13.82}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/17wAAeSw7cFpuHty/s-l140.jpg,"{'username': 'mgtradingcardss', 'reviews': 800, 'positive_feedback_in_percentage': 100}","Mar 17, 2026",,,
