title,link,serpapi_link,product_id,epid,condition,rating,reviews,price,shipping,location,returns,thumbnail,seller,sold_date,extensions,old_price,subtitle
2019-20 Upper Deck Jack Hughes #201 Young Guns Rookie PSA 10,https://www.ebay.com/itm/157735746815?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCFZZ6NX3212EPNFFZ2M3&hash=item24b9c87cff%3Ag%3AJIEAAeSwOypprfOj&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xC1Q7HYzIsMbNbN9pAf5SNCaAXBOf0h5GuG8et1TnJWNeTCLwlgNr%2FakXQRZD88goUdw%2BscjEc%2FfTWE2Jp9cpTut78%2FG82LyyzlzxJ4E3MczpE7S48kOAY1GVMUTJkGs0HJp9CN917xBVgcJbPdNTFftUHexbADwrAWu0FxTi5Oxx6HuIEIWjvGafF4VQhL4zu32osmE7nmx6ug3ihARpwIZ%2F2eCmKzeKxUh33jPHeiuFV3EMUvxeh5StIS3lSmq3Auw6r91hDdIYVuHbnECXaUT8e0MgRANm9enXy%2Btkhg%2FiopBbPTYofK92HQ45G2fsk%3D%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=157735746815,157735746815,8056494284,New (Other),5.0,4.0,"{'raw': '$266.86', 'extracted': 266.86}",Free delivery,Located in United States,Sell one like this,https://i.ebayimg.com/images/g/JIEAAeSwOypprfOj/s-l140.jpg,"{'username': 'tmhunh', 'reviews': 14100, 'positive_feedback_in_percentage': 99.7}","Mar 8, 2026",['Authenticity Guarantee'],,
2019 UPPER DECK #201 JACK HUGHES Young Guns ROOKIE RC PSA 9,https://www.ebay.com/itm/188106426614?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCFZZAWPCZN2PJ6TRF8AQ&hash=item2bcc0448f6%3Ag%3AVagAAeSwXMVpoy6B&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xAAbzsg0gzUolqrq59mWRNO9TfIb0q%2FFp54l9hphYhUFGrAhh23rmDVK5F96EMZv0izl2YwrdrUtSDM9jlR2xXsoyZv91q0QjPMwGIGdRFLdQIQmRDBFz6DcskfkLe2HQzbuCSJjQIqVLheV%2FT7KqZK%2BctGm8pfoyDvtOk7U7gm7G372hkE%2Bwzb%2FN%2B65orJAYJZiXNOuXMvEn0QThPAc1QtIzq0PTJEFjVl1DyKbZKlQRfUN%2Bg5FQcWeDLQEMph92srA8LBwHWbitVqt4y8hj3o7ll9NF5uqsTrW34yD4LbREvmsNwKmSiJpNwbBMziRXg%3D%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=188106426614,188106426614,8056494284,New (Other),5.0,4.0,"{'raw': '$160.00', 'extracted': 160.0}","{'raw': '+$8.75 delivery', 'extracted': 8.75}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/VagAAeSwXMVpoy6B/s-l140.jpg,"{'username': 'amansetrock', 'reviews': 40, 'positive_feedback_in_percentage': 100}","Mar 7, 2026",,,
2019 Upper Deck JACK HUGHES Young Guns RC PSA 10,https://www.ebay.com/itm/147188881710?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCFZZM3FXS84JFT5K36GH&hash=item224524192e%3Ag%3AjeoAAeSwYs9pqyoA&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xBvz48wGbob%2B55M%2BkTQGkjn%2FCkdN7mGW%2B1DqX%2Fwj9YL0NyYHCWeJogpCLmixGMrPNWepmNq7Q8wi5iBKAXAN1qDx%2F%2BWw4OS2TQnUz0QLoD2IyPrdWmmjMrHp9KONzAChXW49B17Vx6cCHqSz3BNouYqTes0MILdsSmd%2BftBrZ0mNQj7alSzOZWjmXa6YycINYgzmmWfwRQH2y%2FihDYdTpEQvyR7IatgtFXR61C7lEXt8FRjxFUFn5VmnW52J%2BPznLwt8zEzkXoeLhbcv4OfJVqjmG09jn8RAzicPIOuvrcvmfhhw3Rd8hrAPgX2O36uvro%3D%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=147188881710,147188881710,8056494284,New (Other),5.0,4.0,"{'raw': '$274.99', 'extracted': 274.99}","{'raw': '+$5.52 delivery', 'extracted': 5.52}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/jeoAAeSwYs9pqyoA/s-l140.jpg,"{'username': 'cardboard_xchange', 'reviews': 2800, 'positive_feedback_in_percentage': 99.6}","Mar 7, 2026",['Authenticity Guarantee'],,
2019-20 Upper Deck Jack Hughes Young Guns Rookie RC #201 PSA 10 GEM MINT,https://www.ebay.com/itm/306809006802?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCFZZN1G9FKG4F6AZ3G8N&hash=item476f3dead2%3Ag%3ARWwAAeSwqGNprJSD&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCnKDroKrjHmwRIIuZsbg7F6CR7nHi6G62CrjE3%2BA%2BLjBrRTnqYW%2BIKNFT240zL%2BAGf6yCNR2wKNqEtX48tHhe%2FMMXHwlQ1%2F7d6G4lLKCbXfWYGC6xXYdSAIiuKXCmJG7hHHaMf2m%2BPxo5Of5vASHprhAlacIgzltlKZwKve6iE%2Bs8bbu%2BpSJxcex8Fz%2FlmKb0mOjLXi1RQpzDmY0x3Cv%2BMyzuKOWeCmwjlnREPSE9QKTc3SfySKTCczRJ3bwmLPZczo6cI77VQtrEJ9hW4Vpnb%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=306809006802,306809006802,8056494284,New (Other),5.0,4.0,"{'raw': '$295.00', 'extracted': 295.0}","{'raw': '+$5.77 delivery', 'extracted': 5.77}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/RWwAAeSwqGNprJSD/s-l140.jpg,"{'username': 'stephodet', 'reviews': 454, 'positive_feedback_in_percentage': 100}","Mar 7, 2026",['Authenticity Guarantee'],,
2019-20 O-Pee-Chee Jack Hughes Rookie Glossy PSA 10 RC #R-20,https://www.ebay.com/itm/137094992079?_skw=jack+hughes+young+guns+psa+10&epid=20057225591&itmmeta=01KPBCCFZZX0VMPGYB4NSXMYEN&hash=item1feb7f90cf%3Ag%3A5LsAAeSwtwtpqI3R&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAOmEfwbagTJC8TWg3jL9bZ6odTduKtGe09gCcfSEdYzyKjU8LLfl4ZfSjYXkJxN5oW4x8Pl2mcMY6EfGm2P2--lSthLGJO%2FAz%2BqZxRmjw3f9qxneWwXamGGPsq7M1hZlSP51zBqK5z7ySGi9%2BQqIQDVFnYoPxaT%2FRIkLtQDuZTM825z4nhH69R3v3chm03VKFPgT7MMU4ZIbQzAidq2teafW%2B1NG3BRhxtgSPJn%2BfPAPS4KpAtVmhUWL9ygUifMJnzr4EB4jk7WxHKEmXslWex%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=137094992079,137094992079,20057225591,New (Other),,,"{'raw': '$130.00', 'extracted': 130.0}","{'raw': '+$7.95 delivery', 'extracted': 7.95}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/5LsAAeSwtwtpqI3R/s-l140.jpg,"{'username': 'tylerskippycards', 'reviews': 1200, 'positive_feedback_in_percentage': 100}","Mar 7, 2026",,,
2019 Upper Deck O-Pee-Chee Update Marquee Rookies Blue Jack Hughes PSA 8.5,https://www.ebay.com/itm/389700263634?_skw=jack+hughes+young+guns+psa+10&epid=14056483208&itmmeta=01KPBCCFZZJJRNVQ4GC79NNHM0&hash=item5abbf21ed2%3Ag%3AGYcAAeSwfJZpqNbJ&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xAiMSW1pvmEIR2aA61IVgPIfAzmyunL78ddAOJ03%2BVzd4MLVP4L2x7khavM9eariczpY0UUWOqaWuB0YL5gaS0qr711DxlKK1htajMjCsItv%2F3c23oAmHRIjRXNAeY41qEw%2B1fGb2diAF0Fqecf5fMUC%2Bj5%2FocyZZVbm0B6iJMEUcXeJIJ8LN8uAGfv9UQUs4HWaHklF0VUL9nfKpZPkhWTnEA9swH20QIZ9Zplr9c7DdgAXxTf8PG8yQ2TequT8x2S3dAv%2BU5l0igPUaHq5Y5ZJDcZ%2BDKxo7KPHakApInIh8WdujzJQ8zct9n5ikhP5CM%3D%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=389700263634,389700263634,14056483208,New (Other),,,"{'raw': '$29.99', 'extracted': 29.99}","{'raw': '+$4.85 delivery', 'extracted': 4.85}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/GYcAAeSwfJZpqNbJ/s-l140.jpg,"{'username': 'lvauxtioncenter', 'reviews': 9200, 'positive_feedback_in_percentage': 100}","Mar 7, 2026",,,
2019-20 Upper Deck Jack Hughes Young Guns #201 PSA 9 Mint RC New Jersey Devils,https://www.ebay.com/itm/236669953573?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZZA6EE1SAM5A97V4NT&hash=item371aa0e625%3Ag%3AG3EAAeSw6%7EtpqU0Z&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xBrpg5QaFHnRAj7dXY7FaficvCz%2BsXIgdpEjVdkxHeZEXIR1FJSznB3PEfPkVxdWC1jDJtxDaTePpzoDgadLExJErqbKbXyzHRN%2BWOtpATBUf%2BCGzpM1DspOeXwzL8Hilxa14w0SdTAZ5bu5ynZTENOxEWu6MhTaaNEKEbDEE4M7wH3AIho5EgFvaS0hBD3lc69HifzCdi5n3FhngYqPS75Hxe97z87ErQPV6t0OM%2FnCsRR75WwCkmxWAOwBsx%2B1DuJOmisWYyZ2pBln8pkWP2MzElGJVGyDVEwy6M4Sc%2BA51Ak3yCxV8fMe%2BUpqNGEWww%3D%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=236669953573,236669953573,,New (Other),,,"{'raw': '$123.71', 'extracted': 123.71}","{'raw': '+$18.00 delivery', 'extracted': 18.0}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/G3EAAeSw6~tpqU0Z/s-l140.jpg,"{'username': 'gsvcollectibles', 'reviews': 143, 'positive_feedback_in_percentage': 100}","Mar 7, 2026",,,
2019-20 Upper Deck Series 1 Jack Hughes Rookie Young Guns #201 PSA 10 GEM MT,https://www.ebay.com/itm/358287483509?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZZP0NVCBE7YNXZ3KYS&hash=item536b992275%3Ag%3Av4EAAeSw4-NpqP8R&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xA8QuNXHYeEO0RvjP%2BvPhb4LNMVv9DDEQmr%2BeweUgM%2BMG178v1nsR9t8qwvABiMdgQNgPkKvdkidm4m6MlE5Y0Uci7mmN%2ByAUUinPBj1BUlBHKVi0w8S9tyWyVrcfgyoKclRF9yYIiBOpo0rTG%2FJjVOmPZOJJjn7N5WClhSOQZzI9VuhIOQKXB5VMh%2FoepnS4Bt%2Bj%2BTWE7ciuWyn2UDj3lrvtJQ0q%2BMBMacWDV3ZEqVm7groJNXadqz3T7mSe2UlSZ0aHZG8nYNVk8m7rkGUiXVZcRMZRpcSYhKL99xQohCxgAiFky3NzbK4rweCwHYN40%3D%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=358287483509,358287483509,,New (Other),,,"{'raw': '$225.60', 'extracted': 225.6}","{'raw': '+$14.55 delivery', 'extracted': 14.55}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/v4EAAeSw4-NpqP8R/s-l140.jpg,"{'username': 'ost-laurent.cards', 'reviews': 1500, 'positive_feedback_in_percentage': 99.9}","Mar 7, 2026",,,
2019 Upper Deck Young Guns #201 Jack Hughes RC Rookie GEM MINT PSA 10 DEVILS,https://www.ebay.com/itm/168210584772?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCFZZ6964WS770N7QXFQK&hash=item272a21d4c4%3Ag%3Ao5IAAeSwIZNpqwnj&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xAH0xyzOHRww9CsTpUcWRrQ8q67M9qWGMGw5LypiW2lSTJ9OX0hqZzXSjJnaShtKRO7ipvEi8yZQqH1aGxZ2RuRs%2BOMYAHzA4FvmjBYcf%2BPPaRRyxN9ywEgiC2D%2Fs2Xowjaz2sXa5b7RZbxUwSxgZkjHp59s8LZn9jNpiTM768vz%2FrM4QqOp229iky4WQD3Z0dffh2QVsCs7YcaEWikOg%2FQonS4sntK6L4OUi7Au3BbmGE5Rc%2Fr56VCuTzekLXa8ZJ4b%2BASvifrB%2B8Rshm7s2HHkdRDEXDyuIiAnkfMpw1COOOptNQQjo2I26m%2Fr2NXM7Y%3D%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=168210584772,168210584772,8056494284,New (Other),5.0,4.0,"{'raw': '$269.99', 'extracted': 269.99}","{'raw': '+$7.00 delivery', 'extracted': 7.0}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/o5IAAeSwIZNpqwnj/s-l140.jpg,"{'username': 'grademall', 'reviews': 8300, 'positive_feedback_in_percentage': 100}","Mar 7, 2026",['Authenticity Guarantee'],,
2019 Upper Deck Young Guns Jack Hughes PSA 10 Gem Mint #201 Devils RC,https://www.ebay.com/itm/366252335980?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCFZZE04DK27SB65EEX7R&hash=item554657236c%3Ag%3A-tAAAeSwvdFpq47n&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBdSp%2BDgugik%2FU%2BTbgCYiPVkN1vRq83NpoZ%2FQrhEEB2RdPZMNR3o0dnU76LfLwZtC%2BnKvXWjHS9Xg7IrMYvvsw8Qyj7%2FKKvsPcuCa4i1Qh2giSuN%2FRm5Y0L334Urf4kMWHNwvOR6%2Bq9dp55E6iZG%2FU%2BaEARx7XASVb5j98tnjgOXhI8HLocYynVCW0HCGhxC2VzN2HydALL%2FutP4b1A0DJUPbZ5z3EAHziUQK21jfECtPKvO%2BHe1NCq4xrP%2Fhy6ntTp4Q%2BjBiP4HLKX%2FQ9lyt%2FN%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=366252335980,366252335980,8056494284,New (Other),5.0,4.0,"{'raw': '$280.00', 'extracted': 280.0}","{'raw': '+$6.09 delivery', 'extracted': 6.09}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/-tAAAeSwvdFpq47n/s-l140.jpg,"{'username': 'lsumckay', 'reviews': 2000, 'positive_feedback_in_percentage': 100}","Mar 7, 2026",['Authenticity Guarantee'],,
Jack Hughes Young Guns PSA 10 2019-20 Upper Deck #201 GEM MINT Devils RC 🔥,https://www.ebay.com/itm/198156187921?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCFZZNXZ1109QMNAM11Z2&hash=item2e23077911%3Ag%3AVScAAeSwMotpqPGe&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAw5A0B%2BvwPmeEUA6zyew%2F3pokkMBZ4rNyONusxf9zm9mKr1jOBB6Zv5Ba3CM%2FjnmEvzjATN7CIFPoxE2yXUHWQH7TqtoPJtAS%2Bi93r55CJSsuqXqS4MXEqJbL7uBltV1rL65tCMlEtjq6knEraAfeL2N2ad8AkIyOsOvwhLleGL1BnHYaQDQh6k093F4dmvgqrsS9b5JoEXgd%2BrVZZLKPogd8Wmq4uqspFZW5%2BnPAT1tqq196%2B9s7pDrXGm76deCDMInGQ3KrrnLpPiKWObKp3%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=198156187921,198156187921,,New (Other),,,"{'raw': '$254.70', 'extracted': 254.7}","{'raw': '+$26.12 delivery', 'extracted': 26.12}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/VScAAeSwMotpqPGe/s-l140.jpg,"{'username': 'imperiumcollectibles', 'reviews': 419, 'positive_feedback_in_percentage': 100}","Mar 6, 2026",,,
Jack Hughes 2019-20 Upper Deck #201 UD Signed Rookie Card Auto (RC) BGS 9.5 10,https://www.ebay.com/itm/186759249813?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCG00MR26CTCZPVMVJXCV&hash=item2b7bb7ff95%3Ag%3AXsYAAOSwG35nJhwx&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xCKlRvjWzfEuew1lB74UYVWmKR9ZfBKnOcD%2BARrImPD5%2BNJtMPWp%2BbCJSQjRab0XDRisn%2BKBiF7PLZlpU%2FzJ2vJLVRTZrn9qS6Ahvvs3qZ8duz16iIADM%2B48XBuOlz%2Bq05faBdRJOTDy2%2B%2FhjJwQND4bFG0RBEZWtSVi40rnI%2Bj9xkQqmIFN%2FDPk9%2FBmzJ44OGxyS%2F65ykVNirptj2Bgooxuu04MzZX4ztxLIQEOZKGufiQUFAV%2Fo8nlzsnzzC8AeRn12AycxKCHc%2Bysa6OvEC0Lw3o5vls6dmT7Yo3rrX9LR7kAA1dKN1gy0dK4mexDcI%3D%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=186759249813,186759249813,8056494284,New (Other),5.0,4.0,"{'raw': '$999.99', 'extracted': 999.99}",Free delivery,Located in United States,Sell one like this,https://i.ebayimg.com/images/g/XsYAAOSwG35nJhwx/s-l140.jpg,"{'username': 'bluechipautographs', 'reviews': 2600, 'positive_feedback_in_percentage': 100}","Mar 6, 2026",['Authenticity Guarantee'],,
2019-20 Upper Deck Hockey Young Guns #201 Jack Hughes RC Rookie PSA 10 GEM MINT,https://www.ebay.com/itm/397638414281?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCG00B8WSYAWK9RAZWC09&hash=item5c9518afc9%3Ag%3AqzoAAeSwKBBpm1Kk&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCRAhD6GVFu%2FS5%2BL1OpsPS4ANeERBcd1nVL0wscUuSz9HYiGryer7d0AWLEaEAOC2eRNrkmj4sFlCAQsH%2FB8WHYw2DuSrBMwd7XH9J5FQM8vQ3aXyP1lpiijN0Vwe6kiVboahXSUu8k1mxTKWV7vp7wyqlXZ%2B8W76QZNxJzM7Y5vGpXRcvLEmhSCaQCqV%2BcjjgzQ0AjlHnPhkr3H3uSL7vowunJWsZWOQRMGeG851AUPFuQJS1Q6Ttd6vqbg4PC77j4wurAmm3z%2BbynVD6HwVQy%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=397638414281,397638414281,8056494284,New (Other),5.0,4.0,"{'raw': '$274.99', 'extracted': 274.99}","{'raw': '+$5.52 delivery', 'extracted': 5.52}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/qzoAAeSwKBBpm1Kk/s-l140.jpg,"{'username': 'northshoresportscards', 'reviews': 492, 'positive_feedback_in_percentage': 100}","Mar 6, 2026",['Authenticity Guarantee'],,
2019 UPPER DECK Jack Hughes PSA 10 RC YOUNG GUNS ROOKIE New Jersey Devils,https://www.ebay.com/itm/198152916838?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCG005157K037BR28JJA2&hash=item2e22d58f66%3Ag%3ArOkAAeSw7S9pp3rY&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBG%2FCKKtLFFAvuq5QT07zvvgvpWaPeGanAglQCocJxR43NbmhtFYi4aFPaG%2F9jhEwhO9yxcEgBCJyqZQlddle1bIh0U7enAABfxHXVvqTxJkFgK2rKfDy9y4fNxB3slmsXTfDQWQQ%2BberrtgtbMIr2q8E9Us8W5gomeu6hNSpJQjN6bWT4cgAanH%2Bb21CxO3ehn4rKKBfIOdIxISif7tt3aiwSxyo4o1EF%2BnFd7QJuFrO84xppmwhGGDfJV4qmY8AYJrOdqm4KreuvzienDTM1e%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=198152916838,198152916838,8056494284,New (Other),5.0,4.0,"{'raw': '$300.00', 'extracted': 300.0}","{'raw': '+$9.00 delivery', 'extracted': 9.0}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/rOkAAeSw7S9pp3rY/s-l140.jpg,"{'username': 'selling_my_entire_collection', 'reviews': 4600, 'positive_feedback_in_percentage': 100}","Mar 5, 2026",['Authenticity Guarantee'],,
2019-20 Upper Deck Jack Hughes Rookie Young Guns RC #201 Devils PSA 10,https://www.ebay.com/itm/377009342104?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCG00JRAEMMGAHBG3JVXV&hash=item57c7820698%3Ag%3AdSoAAeSwOJBpqKHe&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xB6QW5lhGrLK9aR6qx7GqT7R6%2BAcRh29UVV2GYYtABoC9LyVu2f6hS%2BDD6aSqKIiRfl2ldiaB0vc7akzwMDIJ70fR9lo9iVUGS7ep5iO%2B12Jvbll71VWriBUo6i68KTfHxmcMtHkufg53bPOvBrbz%2FTRU2JGqMegGUtm8MEcXFzJKYxuvGqPDb8mDKc8Rj9vlQl7TE8Ly2ltxShOEsrMNuBl98rwugo8fiC2%2Fw0TybwfWH%2Bp7PZGg7QGWKtH6w5AY2ASK1eTgLSvbQolpEVnJ8Mq73Mxps9emVv%2BYSEFHh4U9%2BOhQnNqbEDf1s6Wq050a0%3D%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=377009342104,377009342104,8056494284,New (Other),5.0,4.0,"{'raw': '$300.00', 'extracted': 300.0}","{'raw': '+$5.20 delivery', 'extracted': 5.2}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/dSoAAeSwOJBpqKHe/s-l140.jpg,"{'username': 'bearcavecards', 'reviews': 726, 'positive_feedback_in_percentage': 99.5}","Mar 5, 2026",['Authenticity Guarantee'],,
2019-20 Upper Deck Young Guns Jack Hughes #201 (RC) Rookie USA PSA 9,https://www.ebay.com/itm/397669653178?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCG00ACXZ0EEDDCQ0GD77&hash=item5c96f55aba%3Ag%3ABuMAAeSw45Rpnw4L&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xDEFnzBZ5%2FRIVuN4Wzhj%2FsFgKJdwnb5Oewh6FIsXNmRarIxs3QhRYQIL9RoKNSrwB59hFSdgiO1DjhDqpT4hZMi93wzPgjfdrmJbVS0i9ZkvvauaOb%2F6pC6JoreD7Y43GpPzM2%2BLowRfbnz3yBGL88dfGdfBLnGKUKAdTtxFqlHxxX1%2F6N26PPgEydEBlTd7%2F6LE72Y42C5ExbJS1kd6PYVZqEJZ2zZbC6PMqSPo0TD%2FRagmNCQi8cB%2BToN5%2BE7uItTmS6ixfO%2FkCE8QmbUN3kcTrXQS3Djhcy%2FQZwrZyvLwRghQ2PbixBFKw%2F1xFK0pTs%3D%7Ctkp%3ABk9SR8KAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=397669653178,397669653178,,New (Other),,,"{'raw': '$116.44', 'extracted': 116.44}","{'raw': '+$18.02 delivery', 'extracted': 18.02}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/BuMAAeSw45Rpnw4L/s-l140.jpg,"{'username': 'jh.sports.cards.collectibles', 'reviews': 914, 'positive_feedback_in_percentage': 100}","Mar 5, 2026",,,
2019-20 Upper Deck Young Guns Jack Hughes #201 PSA 9 MINT Rookie RC,https://www.ebay.com/itm/267595547454?_skw=jack+hughes+young+guns+psa+10&epid=8056494284&itmmeta=01KPBCCG00CKQXCBWA7FEM2XNX&hash=item3e4df0033e%3Ag%3Ag6YAAeSwO2Vpqiju&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCF%2BS8JJ4N0w504Gzl9ZR%2BmwSFpfAW2WzSW%2FwEW6DYquE7m8vy2rupMu1fPFUrd9LYpoWn3R0ULB%2BPwv0s4VLWfBBr97SzlLYCiaOXnyw8wW2QgNNnl%2B4zhXpRGRkBOe%2F%2BVkf3OO%2Fdb9ssn3GUZgJFQvSQY99W2U6vJR%2BIdtZADwTr6DC%2BG0TqiswgXtJhzy3ErEASSFLYAoQegBI0iCP07yBfAraM3V4w11G0oFsx1WhgSlu85T5RhNW0TUcv9E5vaMGLFFA%2FxbI2Sry62jxTd%7Ctkp%3ABk9SR8SAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=267595547454,267595547454,8056494284,New (Other),5.0,4.0,"{'raw': '$199.00', 'extracted': 199.0}","{'raw': '+$5.00 delivery', 'extracted': 5.0}",Located in United States,Sell one like this,https://i.ebayimg.com/images/g/g6YAAeSwO2Vpqiju/s-l140.jpg,"{'username': 'sbcollect66', 'reviews': 117, 'positive_feedback_in_percentage': 100}","Mar 5, 2026",,,
2019-20 UPPER DECK #201 YOUNG GUNS ROOKIE CARD RC JACK HUGHES - PSA 10 GEM MINT,https://www.ebay.com/itm/298079753217?_skw=jack+hughes+young+guns+psa+10&itmmeta=01KPBCCG004JK2Q56WR1JT4QEV&hash=item4566f01401%3Ag%3AAj8AAeSwEoFppNt1&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAvuKx4bts6NQVTi%2B%2BXaOXGmT4EXjHx4ktAgTnBz%2BV23hWwoTCsgdungmz%2Bwm0UfmpTB%2B8q6lHrSUxSW6fqelhyodjYrraWoyvvZWuDlif1CgfGM3KlcnaWMHfiPa0j3GANfBoFxOVl46IcHixBoh9KKEYrp9NaMSAZpapme77AQ8wCAqeOk05kOs3VsY48uhBP6UhYYiXbnvCzFUqmph43Hy1L%2BNH1%2B5lfaDVPokYYU1dZo9OqpK0Xk0a%2B3ec%2Bw7V1MLuxOrKGq%2F1WyLwcJsjL%7Ctkp%3ABk9SR8SAsuyyZw&LH_BIN=1,https://serpapi.com/search.json?ebay_domain=ebay.com&engine=ebay_product&product_id=298079753217,298079753217,,New (Other),,,"{'raw': '$240.15', 'extracted': 240.15}","{'raw': '+$34.20 delivery', 'extracted': 34.2}",Located in Canada,Sell one like this,https://i.ebayimg.com/images/g/Aj8AAeSwEoFppNt1/s-l140.jpg,"{'username': 'topint10', 'reviews': 15800, 'positive_feedback_in_percentage': 99.7}","Mar 5, 2026",,,
